date,T2M,T2M_MAX,T2M_MIN,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN
2023-06-01,28.38,35.44,21.47,56.12,2.87,0.19,7.43,7.72
2023-06-02,29.31,35.22,22.45,55.83,2.4,0.0,6.68,7.66
2023-06-03,31.55,37.24,25.5,50.16,1.59,0.01,7.15,7.6
2023-06-04,30.56,35.28,25.89,53.07,2.64,0.03,5.89,7.26
2023-06-05,31.41,37.95,24.3,43.57,1.97,0.0,7.98,8.01
2023-06-06,32.55,39.72,25.24,40.4,1.73,0.0,7.51,7.82
2023-06-07,32.56,39.38,27.16,40.58,2.54,0.0,7.94,7.98
2023-06-08,33.1,39.46,26.1,45.06,3.52,1.14,7.27,7.9
2023-06-09,32.38,39.18,26.48,48.05,3.84,5.08,7.94,8.01
2023-06-10,32.4,39.55,26.19,44.22,4.77,1.98,7.92,8.01
2023-06-11,32.4,38.68,26.42,49.48,4.39,0.01,7.85,8.07
2023-06-12,33.58,40.46,27.1,45.36,4.51,0.0,7.89,7.94
2023-06-13,34.05,40.8,27.8,42.11,4.9,0.0,7.69,8.0
2023-06-14,33.42,39.23,27.71,43.14,5.0,0.0,7.51,7.87
2023-06-15,33.37,38.51,28.71,44.13,4.06,0.26,6.65,7.68
2023-06-16,32.71,37.8,27.31,46.93,3.56,0.28,6.16,7.35
2023-06-17,29.53,32.3,27.61,60.59,5.68,2.51,4.44,7.53
2023-06-18,29.15,32.8,26.56,74.09,4.89,9.75,1.67,7.5
2023-06-19,27.38,29.29,25.48,81.26,5.72,37.25,4.68,7.32
2023-06-20,30.54,35.53,25.25,69.3,3.22,12.5,5.51,7.15
2023-06-21,30.94,36.7,25.83,65.74,4.75,2.02,6.39,7.16
2023-06-22,31.19,37.43,26.13,63.4,4.2,0.24,4.92,6.8
2023-06-23,32.4,38.68,26.68,57.96,4.07,0.48,5.21,6.67
2023-06-24,30.96,36.86,26.69,65.81,3.59,2.88,5.69,6.57
2023-06-25,27.77,30.41,25.31,80.72,2.34,6.48,4.13,6.55
2023-06-26,28.06,31.42,25.84,79.1,1.92,5.82,3.66,6.56
2023-06-27,27.34,30.31,25.29,81.56,1.98,3.12,5.82,7.1
2023-06-28,28.14,31.83,24.98,78.4,2.98,5.2,4.97,7.11
2023-06-29,30.09,34.75,25.81,70.04,1.65,7.28,3.5,7.23
2023-06-30,29.94,33.94,25.89,72.58,1.77,4.66,4.83,7.46
2023-07-01,30.31,34.81,25.99,72.11,2.18,5.5,6.49,7.04
2023-07-02,30.78,35.23,26.69,70.04,2.85,8.28,4.89,7.06
2023-07-03,31.42,37.1,25.69,66.63,2.74,5.94,6.23,7.32
2023-07-04,32.86,39.22,27.02,61.35,2.85,2.08,5.99,7.57
2023-07-05,31.9,37.28,27.11,67.09,2.0,10.48,5.93,6.65
2023-07-06,28.9,32.0,26.47,78.86,1.61,0.6,5.71,6.82
2023-07-07,28.64,33.1,25.83,78.29,0.82,12.09,2.68,6.88
2023-07-08,29.18,32.81,25.96,76.71,1.15,9.27,5.88,7.32
2023-07-09,28.93,31.97,25.68,79.05,1.31,32.25,5.15,7.45
2023-07-10,28.43,32.79,25.4,83.31,1.73,40.8,3.36,7.24
2023-07-11,29.24,34.22,24.71,75.76,2.35,2.06,5.21,7.36
2023-07-12,29.79,34.57,24.5,73.42,1.96,0.02,6.23,6.83
2023-07-13,29.6,33.89,25.59,77.1,2.88,0.55,5.77,6.66
2023-07-14,28.35,31.43,25.69,82.35,2.58,0.38,4.43,6.49
2023-07-15,28.25,31.93,25.4,82.14,2.73,2.33,5.37,6.82
2023-07-16,27.79,30.55,25.03,85.64,2.09,21.69,3.45,7.25
2023-07-17,28.26,32.05,24.79,84.51,2.43,22.05,4.02,7.02
2023-07-18,28.83,31.86,25.67,83.73,1.52,12.87,3.43,6.58
2023-07-19,29.52,33.84,26.43,80.23,1.8,3.12,5.03,7.09
2023-07-20,29.78,33.56,25.11,77.9,1.75,4.21,5.88,7.12
2023-07-21,30.25,33.66,26.8,76.99,1.78,3.62,6.48,7.22
2023-07-22,29.77,33.73,26.51,78.91,3.07,2.53,6.47,7.27
2023-07-23,28.93,33.11,25.57,80.49,3.55,2.59,5.47,7.28
2023-07-24,29.35,33.72,25.2,79.6,2.53,1.39,5.59,7.3
2023-07-25,29.33,33.02,25.93,82.1,1.38,2.85,4.76,7.17
2023-07-26,27.96,30.19,26.33,89.02,2.29,6.36,4.49,7.21
2023-07-27,27.47,29.28,25.92,90.68,2.23,18.78,5.19,6.95
2023-07-28,27.27,29.69,25.34,89.27,2.3,20.37,3.73,7.3
2023-07-29,26.82,29.71,24.79,89.87,3.57,30.89,3.37,7.25
2023-07-30,28.29,31.87,25.08,83.96,2.56,4.62,4.39,7.31
2023-07-31,28.21,31.85,25.17,83.76,2.85,3.11,5.49,6.86
2023-08-01,28.55,32.62,24.89,81.92,2.62,0.35,4.59,6.74
2023-08-02,28.23,31.9,25.04,83.69,3.1,0.01,5.51,6.99
2023-08-03,27.8,31.51,24.76,83.82,2.83,0.09,4.77,6.67
2023-08-04,27.27,30.86,24.55,86.43,2.84,1.33,3.64,6.75
2023-08-05,27.68,31.08,25.05,84.01,3.17,0.6,5.31,6.74
2023-08-06,27.79,32.31,23.93,81.64,3.65,0.01,5.12,6.7
2023-08-07,27.24,31.83,23.94,81.27,4.27,0.0,4.33,6.76
2023-08-08,26.96,31.08,24.07,82.89,3.72,0.0,4.5,5.9
2023-08-09,27.47,31.92,23.69,81.19,3.19,0.0,5.04,6.45
2023-08-10,27.44,32.01,24.08,81.1,3.03,0.0,5.51,6.49
2023-08-11,27.16,31.9,23.29,80.23,2.72,0.0,6.03,6.67
2023-08-12,26.94,31.82,22.76,79.99,3.42,0.0,5.99,6.84
2023-08-13,26.83,31.57,23.54,81.73,3.72,0.0,4.94,6.85
2023-08-14,27.31,32.49,23.21,78.41,2.45,0.0,4.62,6.54
2023-08-15,27.34,31.71,23.1,78.36,1.99,1.6,5.56,6.69
2023-08-16,27.99,32.9,23.61,78.91,2.65,0.52,4.32,6.65
2023-08-17,28.1,33.16,23.38,76.66,3.1,0.0,6.57,6.75
2023-08-18,28.62,33.91,23.21,73.42,1.97,0.33,6.14,6.57
2023-08-19,28.88,32.94,24.86,76.65,2.01,3.37,4.24,6.22
2023-08-20,30.23,34.22,26.1,72.74,1.48,1.38,4.58,6.33
2023-08-21,30.58,35.32,26.53,71.27,0.91,0.75,4.4,6.25
2023-08-22,28.74,33.86,25.88,80.14,3.13,17.87,5.16,6.7
2023-08-23,27.28,31.86,24.51,79.58,3.78,0.22,2.98,6.74
2023-08-24,27.16,31.95,23.32,75.57,3.7,0.01,4.0,6.57
2023-08-25,27.27,32.25,22.92,75.73,3.4,0.0,3.99,5.47
2023-08-26,27.29,32.14,23.66,73.43,3.27,0.0,5.02,5.6
2023-08-27,27.37,32.65,22.87,73.49,3.77,0.06,5.6,5.86
2023-08-28,27.63,33.19,23.28,72.22,3.72,0.01,6.16,6.34
2023-08-29,27.75,33.61,23.08,72.47,2.91,0.0,5.88,6.53
2023-08-30,28.72,34.38,23.17,68.38,2.42,0.65,6.22,6.51
2023-08-31,29.12,35.35,23.32,64.66,2.59,0.0,6.2,6.68
2023-09-01,29.56,35.6,24.02,62.59,2.5,0.0,6.14,6.64
2023-09-02,28.84,35.31,23.5,59.09,3.17,0.0,6.65,6.71
2023-09-03,28.65,35.88,22.07,59.29,3.11,0.0,6.8,6.99
2023-09-04,29.47,36.65,22.81,56.44,2.74,0.0,6.88,6.93
2023-09-05,30.15,38.15,23.06,56.35,2.79,2.86,6.52,6.72
2023-09-06,29.05,35.21,23.96,69.91,2.41,3.65,5.71,6.48
2023-09-07,29.38,36.04,24.25,64.51,2.19,0.01,5.24,6.58
2023-09-08,29.61,36.21,23.68,65.53,2.03,0.1,5.23,6.47
2023-09-09,28.87,34.14,24.51,71.56,2.6,0.48,4.48,6.44
2023-09-10,29.49,36.21,24.05,71.4,2.3,1.03,5.37,6.62
2023-09-11,30.01,36.3,24.84,68.45,2.08,0.62,5.13,6.39
2023-09-12,30.44,37.18,24.71,64.03,1.96,0.46,4.01,6.28
2023-09-13,29.5,34.52,25.24,66.31,1.35,0.3,4.42,5.79
2023-09-14,30.16,36.47,25.45,67.01,1.7,9.83,4.65,5.81
2023-09-15,29.0,33.75,25.19,76.47,1.53,5.8,4.44,6.05
2023-09-16,27.65,31.95,24.84,79.32,3.88,4.04,3.15,6.16
2023-09-17,26.52,29.48,24.82,84.53,5.12,7.76,2.0,6.18
2023-09-18,25.71,29.24,22.63,84.08,5.55,3.89,2.11,6.3
2023-09-19,27.91,32.88,23.44,75.2,3.09,0.67,4.55,6.18
2023-09-20,29.16,34.58,24.22,70.75,1.67,0.08,5.54,6.18
2023-09-21,29.84,35.67,24.6,69.02,1.13,3.43,5.67,6.22
2023-09-22,29.46,34.79,25.7,73.94,1.9,8.03,4.3,5.98
2023-09-23,29.88,35.36,24.86,69.75,1.39,5.89,5.02,5.92
2023-09-24,29.41,34.84,24.17,69.08,1.43,7.17,4.64,5.99
2023-09-25,28.93,33.63,24.17,69.97,1.22,10.9,5.37,5.89
2023-09-26,29.04,35.33,23.71,67.03,1.02,0.62,5.18,6.01
2023-09-27,29.35,35.04,23.85,59.47,1.23,0.0,5.5,5.96
2023-09-28,27.65,35.83,20.42,49.42,1.59,0.0,6.01,6.02
2023-09-29,28.31,35.73,20.33,39.68,1.02,0.0,5.96,6.22
2023-09-30,27.88,36.47,19.91,43.7,1.47,0.0,6.13,6.22
2023-10-01,27.25,36.09,19.67,46.74,1.68,0.0,5.81,6.2
2023-10-02,27.66,35.93,19.86,44.2,1.21,0.0,5.84,6.12
2023-10-03,26.7,35.75,19.5,43.16,1.38,0.0,5.92,6.17
2023-10-04,26.82,36.46,21.03,35.39,1.67,0.0,5.96,6.34
2023-10-05,26.61,36.86,18.54,41.24,1.77,0.0,6.04,6.26
2023-10-06,26.98,36.69,18.98,52.22,2.86,0.0,5.98,6.2
2023-10-07,27.33,36.26,19.99,54.06,2.59,0.0,5.97,6.16
2023-10-08,27.73,35.69,20.51,57.04,2.82,0.0,5.82,6.05
2023-10-09,27.85,35.35,21.68,56.12,3.35,0.0,5.81,6.04
2023-10-10,27.21,34.6,20.85,57.91,2.55,0.0,5.6,5.89
2023-10-11,27.33,35.61,20.63,50.0,1.94,0.0,5.76,5.92
2023-10-12,28.18,35.64,21.23,41.78,0.98,0.0,5.78,5.87
2023-10-13,28.79,36.49,21.47,47.63,1.63,0.0,5.65,5.77
2023-10-14,27.56,34.71,21.29,46.55,1.85,0.0,5.18,5.49
2023-10-15,27.21,34.31,21.31,50.21,2.73,0.0,4.82,5.17
2023-10-16,26.69,31.97,21.49,54.76,2.1,3.57,4.08,5.32
2023-10-17,24.48,29.47,20.28,66.46,1.58,0.81,3.93,5.08
2023-10-18,24.49,31.71,19.03,56.94,1.49,0.02,5.07,5.22
2023-10-19,24.36,32.38,17.93,48.44,1.32,0.0,5.1,5.36
2023-10-20,24.66,32.52,17.38,46.6,1.23,0.0,5.08,5.43
2023-10-21,24.65,33.16,17.24,47.59,1.28,0.0,5.25,5.36
2023-10-22,25.06,33.41,17.69,48.03,1.22,0.03,4.86,5.1
2023-10-23,24.38,32.43,17.9,45.18,1.59,0.0,4.74,4.87
2023-10-24,24.36,32.73,17.88,45.53,1.48,0.0,4.79,4.92
2023-10-25,24.81,33.37,18.72,43.38,1.67,0.0,4.79,5.11
2023-10-26,24.24,32.94,18.24,39.58,1.78,0.0,5.02,5.12
2023-10-27,25.2,33.8,19.28,33.1,1.48,0.0,5.21,5.29
2023-10-28,24.99,32.04,18.32,36.47,1.21,0.0,3.2,5.02
2023-10-29,26.18,34.86,18.57,38.23,1.28,0.0,4.86,4.94
2023-10-30,26.38,34.94,19.47,36.14,0.91,0.0,4.91,4.95
2023-10-31,25.46,33.53,19.48,41.72,1.22,0.0,4.34,4.63
2023-11-01,25.27,33.91,18.87,40.44,1.36,0.0,4.4,4.47
2023-11-02,24.54,33.33,18.78,36.18,1.19,0.0,4.32,4.34
2023-11-03,24.64,33.08,18.88,33.37,1.15,0.0,4.27,4.35
2023-11-04,24.75,31.58,17.73,39.14,1.11,0.0,3.7,4.18
2023-11-05,25.8,33.01,20.17,34.55,1.16,0.0,4.06,4.11
2023-11-06,24.79,32.81,18.13,38.66,1.29,0.0,3.85,3.94
2023-11-07,24.96,32.85,19.73,39.49,1.43,0.0,4.07,4.13
2023-11-08,25.1,32.47,19.29,34.81,1.83,0.0,3.91,4.04
2023-11-09,25.76,32.42,21.05,36.03,1.24,0.08,3.53,3.78
2023-11-10,24.22,29.71,18.24,44.87,1.32,0.84,3.52,3.86
2023-11-11,20.53,28.78,14.02,54.76,1.98,0.24,4.37,4.6
2023-11-12,19.98,28.2,14.34,49.74,1.11,0.0,4.53,4.59
2023-11-13,20.67,28.45,13.25,45.55,1.31,0.0,4.32,4.56
2023-11-14,20.27,24.63,16.42,43.85,1.37,0.0,2.94,3.98
2023-11-15,19.26,27.6,13.48,38.79,1.29,0.0,3.58,3.58
2023-11-16,18.67,26.58,12.39,38.91,1.18,0.0,3.48,3.59
2023-11-17,19.23,26.43,12.78,42.51,1.23,0.0,3.25,3.32
2023-11-18,20.58,27.04,14.69,35.98,0.76,0.0,3.44,3.52
2023-11-19,19.73,27.18,13.24,43.66,1.36,0.0,3.37,3.37
2023-11-20,20.58,28.05,14.71,49.69,1.11,0.0,3.13,3.15
2023-11-21,20.0,28.55,13.58,47.88,1.68,0.0,3.06,3.16
2023-11-22,18.63,27.01,13.31,39.84,1.3,0.0,3.79,3.79
2023-11-23,19.71,28.63,12.44,32.91,1.18,0.0,4.03,4.04
2023-11-24,19.25,27.58,12.89,36.9,1.21,0.0,3.67,3.73
2023-11-25,18.04,24.35,12.0,44.47,1.48,0.0,3.43,3.63
2023-11-26,18.3,25.3,13.8,43.68,2.55,0.16,2.33,3.34
2023-11-27,16.67,22.38,12.7,59.84,2.02,2.54,2.22,3.47
2023-11-28,17.33,23.81,12.03,71.16,1.32,1.19,2.35,3.7
2023-11-29,18.67,25.03,13.31,62.76,1.26,0.12,3.18,3.76
2023-11-30,19.04,26.15,12.73,61.84,1.06,0.01,3.23,3.46
2023-12-01,18.9,26.31,12.72,68.69,1.53,0.01,3.04,3.27
2023-12-02,18.72,25.69,12.62,61.42,1.38,0.02,2.93,3.13
2023-12-03,17.77,23.91,13.98,67.75,2.15,2.4,1.28,2.87
2023-12-04,18.12,25.62,13.0,57.86,1.59,0.02,2.19,2.96
2023-12-05,16.27,24.24,9.52,40.39,1.27,0.0,3.54,3.7
2023-12-06,16.72,24.59,9.8,47.87,1.54,0.0,3.74,3.74
2023-12-07,17.35,25.72,10.5,46.95,1.18,0.0,3.54,3.55
2023-12-08,18.53,26.16,12.6,44.56,1.01,0.0,3.12,3.13
2023-12-09,18.3,26.21,12.88,36.64,1.18,0.0,3.42,3.43
2023-12-10,17.14,26.21,10.88,34.22,1.34,0.0,4.03,4.04
2023-12-11,17.24,25.87,10.04,30.71,1.32,0.0,4.01,4.06
2023-12-12,16.88,25.77,8.14,36.33,1.17,0.0,3.98,4.04
2023-12-13,17.95,26.19,11.69,30.49,0.69,0.0,4.07,4.09
2023-12-14,17.55,25.99,11.33,37.17,1.08,0.0,4.1,4.15
2023-12-15,16.06,25.11,9.05,42.59,1.78,0.0,3.94,3.96
2023-12-16,16.7,24.9,9.38,41.62,0.99,0.0,3.76,3.78
2023-12-17,16.57,25.54,9.55,40.81,1.21,0.0,3.89,3.96
2023-12-18,15.36,24.3,8.76,37.49,1.94,0.0,3.98,4.02
2023-12-19,14.94,24.69,7.6,34.17,1.61,0.0,4.32,4.37
2023-12-20,15.94,23.39,9.34,27.38,1.03,0.0,3.01,4.31
2023-12-21,16.36,24.99,9.8,25.75,1.26,0.0,3.6,4.21
2023-12-22,17.17,26.21,9.55,22.82,1.33,0.0,3.98,4.2
2023-12-23,16.34,25.77,10.0,32.38,1.57,0.0,3.83,3.89
2023-12-24,15.54,24.83,8.48,45.52,1.6,0.0,3.0,3.19
2023-12-25,17.97,26.86,11.73,40.22,0.7,0.0,2.92,3.17
2023-12-26,17.94,26.58,11.8,36.12,1.1,0.0,3.31,3.41
2023-12-27,16.82,26.19,9.93,41.21,1.35,0.0,3.53,3.56
2023-12-28,15.51,25.26,8.37,43.06,1.23,0.0,3.68,3.68
2023-12-29,14.36,23.89,7.99,47.87,1.8,0.0,3.07,3.61
2023-12-30,14.52,22.25,9.01,46.28,1.56,0.0,2.35,3.04
2023-12-31,14.03,21.84,8.89,46.49,1.54,0.0,2.39,2.48
2024-01-01,13.8,22.98,6.56,44.23,1.19,0.0,2.34,2.79
2024-01-02,13.39,22.68,6.09,44.37,1.37,0.0,1.16,2.39
2024-01-03,13.54,22.11,7.35,46.77,1.34,0.0,2.56,2.86
2024-01-04,11.42,19.5,5.71,45.81,1.33,0.0,1.84,3.56
2024-01-05,10.88,20.13,4.31,52.07,1.27,0.0,1.7,3.31
2024-01-06,11.24,19.64,4.78,68.27,1.33,0.0,2.67,3.22
2024-01-07,11.72,19.9,5.25,62.44,1.21,0.0,2.94,3.05
2024-01-08,13.81,23.34,6.01,64.18,1.92,0.0,1.59,2.46
2024-01-09,14.77,22.2,8.78,62.59,1.36,0.52,2.52,3.36
2024-01-10,12.0,21.97,4.72,44.65,1.74,0.0,3.91,4.22
2024-01-11,13.27,23.8,5.05,34.86,1.25,0.0,4.5,4.53
2024-01-12,14.54,24.51,6.15,30.64,1.26,0.0,4.51,4.51
2024-01-13,16.56,25.75,8.27,30.7,1.26,0.0,3.66,4.41
2024-01-14,14.88,24.84,6.9,37.52,1.17,0.0,4.46,4.47
2024-01-15,14.2,24.43,6.42,27.98,1.22,0.0,4.07,4.46
2024-01-16,14.07,23.91,7.27,33.68,1.56,0.0,4.97,5.5
2024-01-17,13.54,22.94,6.29,41.65,1.77,0.0,3.94,4.03
2024-01-18,13.29,22.9,5.78,41.18,1.1,0.0,3.81,4.05
2024-01-19,13.02,22.9,6.4,41.27,1.4,0.0,4.0,4.29
2024-01-20,12.84,21.94,5.06,43.48,1.04,0.0,3.54,4.28
2024-01-21,13.22,23.87,6.56,36.64,1.53,0.0,4.36,4.39
2024-01-22,13.61,22.96,6.49,30.06,1.45,0.0,4.43,4.49
2024-01-23,14.38,23.34,5.98,36.05,1.15,0.0,4.22,4.53
2024-01-24,13.98,22.78,7.88,35.37,1.01,0.0,4.51,4.54
2024-01-25,13.21,22.56,4.78,38.09,1.39,0.0,3.68,4.4
2024-01-26,14.91,24.56,6.32,34.16,1.24,0.0,3.77,4.38
2024-01-27,17.83,27.16,9.95,29.11,1.25,0.0,4.33,4.5
2024-01-28,17.45,25.64,11.21,32.08,1.74,0.0,3.62,4.7
2024-01-29,17.5,26.47,10.27,38.1,1.56,0.0,3.61,4.36
2024-01-30,17.49,24.12,11.22,40.26,0.98,0.0,3.46,4.26
2024-01-31,19.02,26.21,11.65,40.54,1.29,0.38,3.91,4.08
2024-02-01,18.54,26.92,12.62,45.08,2.16,0.13,4.32,4.59
2024-02-02,15.77,25.38,8.61,44.55,1.95,0.02,4.01,4.33
2024-02-03,17.54,25.25,9.58,32.2,1.59,0.01,3.44,4.43
2024-02-04,19.02,26.05,13.9,63.32,3.47,9.7,2.86,4.78
2024-02-05,15.49,22.68,10.43,63.31,1.76,0.35,4.16,4.4
2024-02-06,14.2,22.32,8.51,39.19,1.94,0.0,4.6,4.68
2024-02-07,14.67,22.27,9.59,39.74,1.75,0.0,3.77,4.64
2024-02-08,12.8,22.29,5.92,42.47,2.25,0.0,5.23,5.34
2024-02-09,14.86,24.93,5.57,29.58,1.1,0.0,5.59,5.62
2024-02-10,16.05,24.9,8.55,25.36,1.06,0.0,5.49,5.51
2024-02-11,15.49,25.58,7.71,31.31,1.05,0.0,5.33,5.37
2024-02-12,15.15,23.01,7.47,34.73,1.37,0.0,3.93,4.76
2024-02-13,15.85,23.2,10.98,31.86,1.13,0.0,4.48,4.53
2024-02-14,15.63,25.35,8.25,34.46,1.45,0.0,4.19,4.29
2024-02-15,17.58,25.94,9.1,32.75,1.01,0.0,4.48,4.51
2024-02-16,19.2,27.05,11.41,27.57,1.05,0.0,5.0,5.1
2024-02-17,19.32,29.02,11.05,23.67,1.42,0.0,5.26,5.41
2024-02-18,20.61,30.07,11.72,19.88,1.75,0.0,5.0,5.43
2024-02-19,22.08,31.27,12.65,31.19,3.4,0.03,5.59,5.61
2024-02-20,21.34,29.06,14.97,42.92,3.12,1.23,5.16,5.53
2024-02-21,18.64,28.28,11.52,23.03,1.76,0.25,4.99,5.22
2024-02-22,17.89,26.74,12.11,24.77,2.08,0.0,4.76,5.48
2024-02-23,17.14,26.1,9.04,27.76,1.46,0.0,5.88,5.91
2024-02-24,17.06,25.86,9.29,28.53,2.09,0.0,5.56,5.87
2024-02-25,16.86,25.63,9.49,35.45,2.72,0.0,5.28,5.77
2024-02-26,18.74,27.18,11.68,25.88,2.67,0.0,2.96,5.29
2024-02-27,19.21,27.91,12.71,34.05,2.34,0.01,4.24,4.64
2024-02-28,19.08,28.26,10.7,44.01,1.98,0.0,5.71,5.74
2024-02-29,21.16,30.17,12.45,30.84,1.55,0.0,5.96,5.97
2024-03-01,23.7,33.34,14.94,31.49,2.9,1.34,4.57,5.56
2024-03-02,21.46,28.21,15.37,49.53,3.31,0.49,3.4,5.71
2024-03-03,16.26,24.96,9.63,23.17,2.1,0.02,6.36,6.58
2024-03-04,14.97,25.07,6.28,19.12,2.07,0.05,6.51,6.77
2024-03-05,16.06,25.89,7.29,19.89,2.12,0.0,6.42,6.5
2024-03-06,16.98,26.43,8.09,22.56,1.83,0.0,5.94,6.35
2024-03-07,19.48,28.18,11.3,26.78,1.39,0.0,6.25,6.47
2024-03-08,20.16,29.34,11.43,30.0,1.7,0.0,6.34,6.56
2024-03-09,20.4,30.02,11.92,25.64,2.26,0.0,6.23,6.41
2024-03-10,22.93,31.58,15.62,24.87,1.45,0.0,6.02,6.31
2024-03-11,23.43,32.66,15.74,24.82,1.75,0.0,6.25,6.33
2024-03-12,23.55,32.7,15.46,28.85,1.86,0.0,6.41,6.53
2024-03-13,24.06,33.01,16.52,27.15,2.42,0.0,6.17,6.57
2024-03-14,22.76,31.32,15.18,30.38,1.84,0.0,6.54,6.68
2024-03-15,22.59,31.63,15.23,28.68,2.42,0.0,6.56,6.65
2024-03-16,22.37,31.41,15.27,19.38,1.61,0.0,6.43,6.73
2024-03-17,22.97,32.91,14.3,15.73,1.42,0.0,5.74,6.66
2024-03-18,23.1,32.44,14.72,19.48,1.85,0.0,6.95,7.01
2024-03-19,25.27,34.04,19.0,19.95,1.96,0.0,6.53,6.84
2024-03-20,24.61,33.66,16.11,21.09,1.76,0.0,7.03,7.04
2024-03-21,23.81,32.36,16.41,19.9,1.6,0.0,6.45,6.74
2024-03-22,25.95,36.68,15.62,22.46,2.58,0.0,6.58,6.85
2024-03-23,27.51,37.29,18.01,22.82,1.76,0.0,6.94,7.03
2024-03-24,26.7,33.69,20.91,26.82,2.14,0.0,5.49,6.68
2024-03-25,27.05,36.11,19.06,26.22,2.02,0.0,6.66,6.89
2024-03-26,30.17,38.59,21.76,20.57,1.37,0.01,5.43,6.38
2024-03-27,30.88,39.61,22.44,23.77,1.65,0.03,6.19,6.54
2024-03-28,30.54,38.49,22.95,28.47,1.94,0.0,6.02,6.62
2024-03-29,31.08,39.67,23.47,27.21,2.34,0.0,5.31,6.26
2024-03-30,28.73,37.16,21.69,19.64,3.66,0.02,6.98,7.08
2024-03-31,27.02,35.52,19.25,20.7,2.96,0.0,7.29,7.33
2024-04-01,26.92,35.22,19.01,24.35,3.35,0.0,6.67,7.0
2024-04-02,28.36,36.85,20.95,15.45,2.17,0.0,6.97,7.06
2024-04-03,27.81,34.64,19.37,21.96,2.02,0.0,5.67,7.07
2024-04-04,29.64,37.57,22.61,25.03,1.89,0.0,5.29,6.93
2024-04-05,26.4,31.21,22.69,32.86,2.58,0.08,4.27,6.59
2024-04-06,27.99,36.05,21.43,30.23,1.25,0.16,6.72,7.02
2024-04-07,28.51,37.47,20.38,14.37,1.98,0.0,7.36,7.47
2024-04-08,31.12,39.13,22.18,13.26,1.77,0.0,7.38,7.53
2024-04-09,29.95,38.37,22.69,13.64,1.5,0.0,6.07,7.07
2024-04-10,29.68,39.01,23.29,26.97,3.55,0.0,5.25,6.05
2024-04-11,29.88,39.28,20.7,35.9,2.81,0.07,5.85,6.67
2024-04-12,30.81,38.31,23.24,23.78,2.16,1.2,6.19,6.71
2024-04-13,30.23,37.04,22.59,31.26,2.3,1.67,4.22,6.38
2024-04-14,29.94,35.54,24.11,35.52,2.04,0.02,5.33,6.57
2024-04-15,28.87,35.42,23.55,44.71,2.52,0.0,5.14,7.06
2024-04-16,28.97,35.68,22.1,37.83,3.08,0.0,7.26,7.49
2024-04-17,29.26,36.41,21.79,29.73,3.25,0.0,6.92,7.4
2024-04-18,30.58,37.73,22.47,28.68,2.82,1.08,6.51,7.43
2024-04-19,30.68,38.53,23.49,28.83,4.38,0.27,7.2,7.3
2024-04-20,28.86,36.32,20.86,28.66,2.99,0.0,6.98,7.72
2024-04-21,30.22,37.43,23.19,29.7,2.01,0.0,5.66,7.42
2024-04-22,31.09,37.21,25.34,30.07,2.07,0.01,7.01,7.66
2024-04-23,31.47,38.62,24.61,23.24,1.66,0.04,7.22,7.77
2024-04-24,30.91,39.25,22.49,19.93,2.02,0.04,7.58,7.78
2024-04-25,31.88,39.97,23.11,20.09,1.7,0.0,7.65,7.84
